# Re Bn n u y
100 0 0.5  -0.0017241379310345417 -0.0015624999999996891
100 0 0.5 -0.01379310344827589 0.04687500000000033
100 0 0.5 -0.024137931034482807 0.09843750000000029
100 0 0.5 -0.037931034482758696 0.1453125000000003
100 0 0.5 -0.06034482758620696 0.24687500000000018
100 0 0.5 -0.09482758620689663 0.34843750000000007
100 0 0.5 -0.12413793103448284 0.446875
100 0 0.5 -0.1224137931034483 0.4984375
100 0 0.5 -0.11896551724137938 0.5468749999999999
100 0 0.5 -0.07758620689655177 0.6468749999999999
100 0 0.5 -0.01379310344827589 0.7499999999999998
100 0 0.5 0.07068965517241377 0.8484374999999997
100 0 0.5 0.15172413793103445 0.8999999999999997
100 0 0.5 0.35862068965517235 0.9484374999999996
100 0 0.5 0.5137931034482757 0.9640624999999996
100 0 0.5 0.7568965517241377 0.9843749999999996
100 0 0.5 1 0.9999999999999996
100 0 1.5 -0.04482758620689664 0.048437500000000355
100 0 1.5 -0.08448275862068971 0.09843750000000029
100 0 1.5 -0.1224137931034483 0.1468750000000002
100 0 1.5 -0.17758620689655175 0.2484375000000001
100 0 1.5 -0.22241379310344828 0.34843750000000007
100 0 1.5 -0.2448275862068966 0.44843749999999993
100 0 1.5 -0.23965517241379314 0.4984375
100 0 1.5 -0.2258620689655173 0.5468749999999999
100 0 1.5 -0.14655172413793105 0.6468749999999999
100 0 1.5 0.04482758620689653 0.7499999999999998
100 0 1.5 0.3275862068965517 0.8484374999999997
100 0 1.5 0.5224137931034483 0.8953124999999996
100 0 1.5 0.7568965517241377 0.9484374999999996
100 0 1.5 0.8517241379310343 0.9640624999999996
100 0 1.5 0.9362068965517241 0.9796874999999996
