# Re Bn n u y
100 0 0.5 -0.008620689655172487 0.03125000000000033
100 0 0.5 -0.018965517241379404 0.07812500000000033
100 0 0.5 -0.04137931034482767 0.1781250000000003
100 0 0.5 -0.0551724137931035 0.2234375000000003
100 0 0.5 -0.08275862068965517 0.30937500000000007
100 0 0.5 -0.11379310344827592 0.4062500000000001
100 0 0.5 -0.1224137931034483 0.4843749999999999
100 0 0.5 -0.10517241379310349 0.5859374999999999
100 0 0.5 -0.08275862068965517 0.6375
100 0 0.5 -0.05689655172413799 0.6843749999999998
100 0 0.5 0.0034482758620688614 0.7734374999999998
100 0 0.5 0.11034482758620678 0.8734374999999996
100 0 0.5 0.2068965517241379 0.9156249999999997
100 0 0.5 0.38275862068965505 0.9515624999999996
100 0 0.5 0.5637931034482759 0.9703124999999996
100 0 0.5 0.7017241379310346 0.9796874999999996
100 0 0.5 0.8499999999999999 0.9890624999999996
100 0 1.5 -0.034482758620689724 0.025000000000000355
100 0 1.5 -0.10517241379310349 0.12500000000000033
100 0 1.5 -0.14482758620689662 0.19062500000000027
100 0 1.5 -0.19137931034482764 0.28281250000000013
100 0 1.5 -0.2258620689655173 0.37968750000000007
100 0 1.5 -0.23965517241379314 0.475
100 0 1.5 -0.2310344827586207 0.5249999999999999
100 0 1.5 -0.1948275862068966 0.5968749999999999
100 0 1.5 -0.10517241379310349 0.6718749999999998
100 0 1.5 -0.024137931034482807 0.7156249999999997
100 0 1.5 0.07586206896551728 0.7624999999999997
100 0 1.5 0.17413793103448272 0.8015624999999997
100 0 1.5 0.36379310344827587 0.8593749999999997
100 0 1.5 0.5586206896551724 0.9070312499999996
100 0 1.5 0.7189655172413794 0.9414062499999997
100 0 1.5 0.8267241379310344 0.9632812499999996
100 0.1 1 0.0007843137254900379 0
100 0.1 1 -0.08339869281045759 0.15116279069767435
100 0.1 1 -0.1291503267973857 0.24252491694352152
100 0.1 1 -0.17856209150326813 0.34717607973421927
100 0.1 1 -0.2096732026143791 0.4700996677740864
100 0.1 1 -0.1932026143790851 0.5415282392026577
100 0.1 1 -0.16026143790849678 0.5946843853820596
100 0.1 1 -0.07973856209150337 0.6794019933554817
100 0.1 1 0.030065359477124187 0.7591362126245846
100 0.1 1 0.11790849673202597 0.808970099667774
100 0.1 1 0.21856209150326789 0.8471760797342192
100 0.1 1 0.3576470588235293 0.888704318936877
100 0.1 1 0.500392156862745 0.9219269102990032
100 0.1 1 0.6339869281045751 0.9451827242524916
100 0.1 1 0.7602614379084967 0.9651162790697673
100 0.1 1 0.9999999999999998 0.9999999999999999
100 1 1 -0.013856209150326926 0.09136212624584716
100 1 1 -0.0632679738562093 0.22923588039867115
100 1 1 -0.13464052287581701 0.35880398671096336
100 1 1 -0.18771241830065372 0.49667774086378735
100 1 1 -0.18039215686274523 0.5780730897009966
100 1 1 -0.15660130718954263 0.6295681063122922
100 1 1 -0.10718954248366025 0.6993355481727574
100 1 1 -0.05594771241830088 0.755813953488372
100 1 1 0.10326797385620912 0.8372093023255813
100 1 1 0.3027450980392157 0.8920265780730896
100 1 1 0.5095424836601308 0.9302325581395348
100 1 1 0.7108496732026144 0.9617940199335546
